Date,Mkt-RF,SMB,HML,RF
19690131,100.88,203.56,494.82,207.09
19690203,99.91,203.42,496.94,207.14
19690204,99.91,203.34,498.38,207.20
19690205,100.14,202.61,499.13,207.25
19690206,100.46,201.92,498.43,207.30
19690207,100.55,202.08,497.59,207.36
19690211,100.63,202.30,497.04,207.41
19690212,100.58,202.34,495.10,207.47
19690213,100.61,202.04,494.06,207.52
19690214,100.50,202.04,494.11,207.57
19690217,98.72,201.05,497.32,207.63
19690218,97.54,200.01,497.27,207.68
19690219,99.19,199.65,498.81,207.74
19690220,98.24,198.91,499.21,207.79
19690224,96.99,197.61,500.86,207.84
19690225,96.26,196.76,500.06,207.90
19690226,96.66,196.49,498.41,207.95
19690227,96.20,196.04,499.60,208.01
19690228,96.16,195.88,499.90,208.06
19690303,100.17,195.21,499.00,208.11
19690304,101.16,195.27,499.60,208.16
19690305,100.33,195.41,498.40,208.20
19690306,99.15,194.94,501.59,208.25
19690307,98.97,193.54,503.55,208.30
19690310,99.31,193.75,501.28,208.35
19690311,99.71,194.08,501.69,208.39
19690312,99.42,194.08,502.74,208.44
19690313,98.72,193.73,504.15,208.49
19690314,99.49,193.15,505.21,208.54
19690317,99.70,192.68,502.22,208.59
19690318,100.29,193.34,501.67,208.63
19690319,101.00,193.42,500.37,208.68
19690320,101.63,193.98,499.67,208.73
19690321,101.43,194.58,500.82,208.78
19690324,101.26,194.79,500.77,208.83
19690325,101.38,194.81,499.51,208.87
19690326,102.03,194.42,499.76,208.92
19690327,100.68,194.60,498.96,208.97
19690328,101.07,195.22,497.47,209.02
19690401,99.86,195.36,499.56,209.07
19690402,99.15,194.95,501.21,209.12
19690403,99.06,194.87,502.06,209.18
19690407,98.19,194.50,501.30,209.23
19690408,98.40,194.32,503.01,209.28
19690409,99.17,194.09,500.70,209.33
19690410,99.62,193.92,501.15,209.39
19690411,100.09,194.05,501.60,209.44
19690414,99.95,193.72,501.85,209.49
19690415,99.90,193.51,500.99,209.54
19690416,99.00,193.64,502.85,209.59
19690417,99.11,193.43,503.25,209.65
19690418,99.49,192.79,504.31,209.70
19690421,98.72,192.35,505.57,209.75
19690422,98.88,192.12,504.00,209.80
19690423,98.98,192.62,504.00,209.86
19690424,100.42,192.50,503.75,209.91
19690425,100.87,192.68,503.30,209.96
19690428,100.34,192.52,502.49,210.01
19690429,101.17,192.91,499.98,210.07
19690430,102.04,193.62,497.43,210.12
19690501,101.94,194.26,497.38,210.17
19690502,102.41,194.14,497.73,210.22
19690505,102.87,194.65,496.43,210.26
19690506,103.33,194.45,495.74,210.31
19690507,99.79,194.14,497.32,210.36
19690508,100.13,193.81,496.33,210.41
19690509,100.09,193.50,497.22,210.46
19690512,99.90,193.19,497.57,210.51
19690513,100.30,193.19,496.62,210.55
19690514,100.98,192.50,497.17,210.60
19690515,100.68,192.63,498.26,210.65
19690516,100.70,192.30,497.72,210.70
19690519,99.82,192.75,499.11,210.75
19690520,99.16,193.07,500.31,210.80
19690521,99.58,193.13,499.36,210.85
19690522,100.19,192.75,500.91,210.89
19690523,100.17,192.65,500.51,210.94
19690526,99.97,192.69,500.25,210.99
19690527,99.18,192.67,501.26,211.04
19690528,98.92,193.02,499.70,211.09
19690529,99.15,193.13,500.10,211.14
19690602,98.61,193.23,500.00,211.19
19690603,99.66,192.71,500.55,211.24
19690604,99.61,192.63,500.20,211.29
19690605,100.08,192.38,499.30,211.34
19690606,99.39,192.28,498.75,211.39
19690609,98.42,192.11,497.55,211.44
19690610,97.64,192.07,497.40,211.49
19690611,96.66,191.51,498.60,211.54
19690612,95.29,190.65,500.19,211.59
19690613,95.58,190.16,499.39,211.64
19690616,99.60,189.41,499.79,211.69
19690617,99.08,188.24,498.74,211.75
19690618,99.78,188.03,499.74,211.80
19690619,98.91,186.70,500.49,211.85
19690620,98.18,185.54,503.19,211.90
19690623,97.54,183.91,502.14,211.95
19690624,98.61,183.69,499.32,212.00
19690625,98.20,183.30,500.67,212.05
19690626,98.37,182.73,497.57,212.10
19690627,100.07,182.75,496.87,212.15
19690630,100.53,183.15,495.88,212.20
19690701,100.46,183.79,493.00,212.26
19690702,101.32,184.46,490.73,212.31
19690703,102.07,185.21,488.92,212.36
19690707,101.38,185.14,491.61,212.42
19690708,99.98,185.23,493.82,212.47
19690709,99.18,184.84,494.36,212.52
19690710,97.58,184.08,496.59,212.57
19690711,100.29,182.96,496.74,212.63
19690714,98.92,182.50,500.21,212.68
19690715,99.57,181.54,500.76,212.73
19690716,100.64,181.68,497.76,212.79
19690717,101.17,181.32,497.41,212.84
19690718,100.38,181.74,499.05,212.89
19690722,98.80,181.94,502.20,212.95
19690723,98.28,180.72,500.14,213.00
19690724,97.87,180.43,501.94,213.05
19690725,98.97,179.90,504.95,213.11
19690728,96.73,177.06,512.42,213.16
19690729,99.07,175.95,514.52,213.21
19690730,99.59,176.16,508.92,213.27
19690731,101.80,177.02,502.55,213.32
19690801,103.80,178.14,500.39,213.37
19690804,103.25,178.12,501.94,213.42
19690805,103.68,177.46,499.89,213.47
19690806,104.36,177.88,496.99,213.52
19690807,100.09,177.80,497.19,213.58
19690808,100.06,177.65,498.13,213.63
19690811,99.41,177.80,498.68,213.68
19690812,98.59,177.48,500.03,213.73
19690813,98.62,176.96,497.53,213.78
19690814,99.36,177.58,492.70,213.83
19690815,100.17,177.23,490.73,213.88
19690818,100.89,177.92,487.78,213.93
19690819,101.43,178.50,485.74,213.99
19690820,99.98,178.40,486.61,214.04
19690821,100.23,178.47,485.34,214.09
19690822,100.65,178.41,484.23,214.14
19690825,99.71,178.79,487.18,214.19
19690826,98.98,178.54,487.96,214.24
19690827,99.24,178.74,486.06,214.29
19690828,99.65,178.36,484.26,214.35
19690829,100.39,178.27,484.21,214.40
19690902,100.28,178.13,486.20,214.46
19690903,99.29,177.84,488.24,214.53
19690904,98.43,177.88,487.51,214.59
19690905,99.35,177.81,487.56,214.65
19690908,98.29,177.58,489.36,214.72
19690909,99.01,177.15,487.06,214.78
19690910,100.64,176.96,483.31,214.85
19690911,99.93,177.86,483.99,214.91
19690912,99.98,177.63,483.40,214.98
19690915,100.60,178.18,480.12,215.04
19690916,100.12,178.52,477.00,215.11
19690917,99.81,178.73,474.80,215.17
19690918,100.28,179.07,472.19,215.24
19690919,100.63,179.77,467.80,215.30
19690922,101.04,179.61,464.67,215.36
19690923,101.03,179.93,465.08,215.43
19690924,100.84,179.73,465.69,215.49
19690925,100.09,180.02,468.72,215.56
19690926,99.38,180.29,469.56,215.62
19690929,99.27,180.52,470.03,215.69
19690930,98.95,180.67,468.29,215.75
19691001,99.37,180.90,469.41,215.81
19691002,100.22,180.74,465.85,215.86
19691003,100.14,180.43,466.68,215.92
19691006,100.31,180.41,464.35,215.98
19691007,100.08,180.52,464.63,216.03
19691008,99.55,180.32,465.09,216.09
19691009,99.88,179.98,462.86,216.15
19691010,100.65,180.43,459.90,216.20
19691013,101.91,181.89,456.59,216.26
19691014,101.28,182.04,456.86,216.31
19691015,101.32,183.02,457.78,216.37
19691016,102.02,183.52,457.36,216.43
19691017,101.93,184.38,456.86,216.48
19691020,102.23,185.04,456.95,216.54
19691021,103.04,185.75,455.90,216.60
19691022,103.67,185.88,456.77,216.65
19691023,99.67,185.97,457.09,216.71
19691024,100.36,186.04,453.06,216.76
19691027,99.90,186.82,452.48,216.82
19691028,99.59,186.58,453.24,216.88
19691029,98.69,186.64,455.60,216.93
19691030,98.86,186.94,454.28,216.99
19691031,99.20,187.03,454.10,217.05
19691103,99.13,186.60,455.23,217.10
19691104,99.20,186.95,453.05,217.16
19691105,100.46,186.75,451.28,217.22
19691106,100.60,186.49,450.38,217.28
19691107,100.65,185.96,450.11,217.34
19691110,100.71,185.65,450.29,217.40
19691111,100.34,185.59,451.60,217.46
19691112,100.17,185.80,450.87,217.52
19691113,99.58,185.13,452.50,217.57
19691114,99.15,184.92,453.13,217.63
19691117,98.36,184.44,453.76,217.69
19691118,99.91,183.65,453.45,217.75
19691119,99.36,183.12,456.03,217.81
19691120,98.88,182.20,457.76,217.87
19691121,98.20,181.87,459.37,217.93
19691124,97.14,181.27,458.95,217.99
19691125,96.89,181.56,456.43,218.04
19691126,97.24,181.95,452.14,218.10
19691128,97.87,182.40,448.48,218.16
19691201,97.12,181.71,449.55,218.23
19691202,99.32,181.60,448.43,218.29
19691203,98.10,180.60,448.29,218.35
19691204,100.40,180.54,444.03,218.42
19691205,100.02,179.70,445.99,218.48
19691208,98.75,179.00,446.92,218.54
19691209,98.55,178.23,444.87,218.61
19691210,98.48,177.94,441.62,218.67
19691211,98.55,177.78,440.47,218.73
19691212,98.85,177.83,439.28,218.80
19691215,99.71,178.01,438.71,218.86
19691216,98.71,177.23,438.54,218.92
19691217,99.46,176.71,438.23,218.99
19691218,101.04,176.34,434.68,219.05
19691219,101.87,176.52,434.64,219.11
19691222,100.85,176.01,436.07,219.18
19691223,100.32,175.00,437.42,219.24
19691224,101.49,175.77,436.72,219.30
19691226,102.31,175.92,436.55,219.37
19691229,99.25,175.48,436.42,219.43
19691230,99.64,175.05,435.72,219.49
19691231,100.55,175.88,434.50,219.56
19700102,101.74,178.08,438.63,219.62
19700105,102.34,179.20,441.96,219.69
19700106,101.58,179.39,443.20,219.75
19700107,101.43,180.08,441.69,219.81
19700108,101.47,180.36,440.85,219.88
19700109,101.15,180.73,441.12,219.94
19700112,99.20,180.58,440.98,220.00
19700113,99.25,180.29,438.82,220.07
19700114,99.75,180.09,437.55,220.13
19700115,99.71,179.95,434.71,220.20
19700116,98.89,179.81,437.71,220.26
19700119,97.60,180.61,442.39,220.32
19700120,97.76,181.14,440.62,220.39
19700121,97.82,181.21,441.33,220.45
19700122,97.93,181.46,440.88,220.52
19700123,98.94,181.28,442.65,220.58
19700126,97.82,180.79,444.55,220.64
19700127,99.33,181.19,443.13,220.71
19700128,98.35,181.97,442.46,220.77
19700129,97.04,181.90,444.45,220.84
19700130,96.18,181.57,448.59,220.90
19700202,96.97,180.37,447.96,220.97
19700203,98.20,180.03,446.66,221.04
19700204,97.47,179.51,449.88,221.11
19700205,99.59,179.24,449.56,221.18
19700206,100.18,179.45,448.44,221.25
19700209,100.82,179.27,447.50,221.32
19700210,99.87,179.92,448.08,221.39
19700211,100.77,179.63,444.27,221.47
19700212,100.56,180.15,445.25,221.54
19700213,100.38,180.12,448.01,221.61
19700216,100.31,180.46,449.71,221.68
19700217,100.11,180.31,450.74,221.75
19700218,101.19,179.34,450.61,221.82
19700219,101.47,178.78,453.04,221.89
19700220,100.32,177.68,457.03,221.96
19700224,100.29,177.52,459.09,222.03
19700225,101.81,177.12,460.05,222.10
19700226,101.27,177.30,462.86,222.18
19700227,101.97,177.46,464.71,222.25
19700302,102.11,177.16,468.01,222.31
19700303,102.70,176.40,470.72,222.37
19700304,99.75,176.66,473.50,222.43
19700305,99.73,176.96,475.16,222.49
19700306,99.31,177.39,476.39,222.55
19700309,98.24,177.44,480.11,222.61
19700310,98.37,176.98,478.57,222.67
19700311,98.24,176.78,480.72,222.73
19700312,97.74,176.41,482.60,222.79
19700313,97.12,175.92,486.22,222.85
19700316,96.00,175.73,488.07,222.91
19700317,100.39,175.43,485.92,222.97
19700318,100.65,175.20,486.50,223.03
19700319,99.71,174.64,488.20,223.09
19700320,99.19,173.84,491.38,223.15
19700323,99.05,173.54,491.13,223.21
19700324,100.05,172.64,488.97,223.27
19700325,102.19,172.74,486.48,223.33
19700326,102.30,173.24,486.04,223.39
19700330,102.01,173.43,484.58,223.45
19700331,99.95,173.38,485.11,223.51
19700401,100.40,173.24,485.16,223.56
19700402,99.61,173.43,485.79,223.61
19700403,99.12,173.47,490.55,223.66
19700406,98.30,173.05,496.10,223.72
19700407,97.95,172.84,499.02,223.77
19700408,97.76,172.43,499.47,223.82
19700409,97.66,171.34,501.57,223.87
19700410,97.23,170.69,500.07,223.92
19700413,99.10,169.27,505.27,223.97
19700414,98.25,168.48,507.09,224.02
19700415,99.69,168.14,508.61,224.08
19700416,98.55,167.70,512.12,224.13
19700417,98.23,167.32,512.68,224.18
19700420,98.44,167.32,509.96,224.23
19700421,97.88,166.83,513.48,224.28
19700422,96.43,165.90,519.08,224.33
19700423,94.84,164.95,521.83,224.39
19700424,99.49,164.16,522.72,224.44
19700427,97.66,162.85,527.58,224.49
19700428,98.53,161.97,530.59,224.54
19700429,100.61,162.13,518.49,224.59
19700430,100.21,162.37,521.86,224.64
19700501,100.07,162.36,522.75,224.70
19700504,97.46,161.89,531.74,224.76
19700505,96.36,161.11,534.98,224.81
19700506,97.52,161.63,530.17,224.87
19700507,100.59,161.64,529.53,224.92
19700508,100.07,161.64,530.96,224.98
19700511,98.89,161.64,534.46,225.04
19700512,97.97,161.40,537.19,225.09
19700513,96.25,160.71,542.51,225.15
19700514,94.77,159.44,545.93,225.21
19700515,96.51,158.81,540.85,225.26
19700518,96.63,158.62,541.88,225.32
19700519,94.69,158.50,549.08,225.37
19700520,97.34,157.83,558.42,225.43
19700521,95.38,156.51,564.34,225.49
19700522,99.85,155.49,560.67,225.54
19700525,96.64,153.25,570.54,225.60
19700526,95.37,152.56,573.90,225.66
19700527,100.42,154.18,552.90,225.71
19700528,103.06,155.52,546.10,225.77
19700529,105.85,155.56,538.94,225.83
19700601,107.78,157.06,529.73,225.88
19700602,100.12,157.87,527.87,225.94
19700603,101.23,159.15,523.07,226.00
19700604,98.42,158.85,530.08,226.06
19700605,96.75,158.44,531.99,226.12
19700608,96.84,158.45,532.57,226.18
19700609,96.85,158.44,530.12,226.24
19700610,95.86,158.49,531.39,226.30
19700611,94.49,158.20,536.81,226.35
19700612,94.10,157.77,535.53,226.41
19700615,100.30,157.95,532.90,226.47
19700616,102.59,157.09,526.03,226.53
19700617,99.73,156.92,529.08,226.59
19700618,100.29,156.37,525.38,226.65
19700619,100.95,156.06,524.95,226.71
19700622,100.27,155.92,525.85,226.77
19700623,97.78,156.07,532.10,226.83
19700624,96.65,154.92,535.24,226.89
19700625,96.60,154.07,535.03,226.94
19700626,99.18,153.87,537.44,227.00
19700629,98.32,153.41,539.00,227.06
19700630,99.70,152.59,541.96,227.12
19700701,100.03,151.74,540.61,227.18
19700702,99.77,150.99,543.47,227.23
19700706,98.19,150.57,547.93,227.28
19700707,97.34,150.06,548.86,227.34
19700708,99.65,149.07,541.78,227.39
19700709,101.26,149.35,541.67,227.45
19700710,100.71,149.40,542.59,227.50
19700713,100.64,149.65,546.66,227.56
19700714,99.85,149.41,545.35,227.61
19700715,100.83,148.96,544.04,227.67
19700716,102.17,148.50,544.75,227.72
19700717,103.88,148.37,545.40,227.78
19700720,104.01,148.72,547.86,227.83
19700721,102.96,148.74,549.39,227.89
19700722,103.08,149.54,549.88,227.94
19700723,101.22,148.94,548.84,227.99
19700724,100.99,149.81,548.02,228.05
19700727,99.81,150.33,549.28,228.10
19700728,100.07,150.65,547.30,228.16
19700729,100.44,151.37,545.44,228.21
19700730,100.50,151.57,544.40,228.27
19700731,100.44,151.76,546.80,228.32
19700803,99.21,152.07,549.42,228.38
19700804,99.38,151.64,548.71,228.44
19700805,99.92,151.51,549.75,228.49
19700806,99.74,150.90,552.33,228.55
19700807,100.26,150.61,554.71,228.61
19700810,98.82,150.63,557.04,228.67
19700811,98.25,150.33,558.88,228.72
19700812,97.77,150.51,562.57,228.78
19700813,96.89,150.63,566.84,228.84
19700814,97.29,150.16,567.58,228.89
19700817,97.45,149.79,564.68,228.95
19700818,101.06,149.01,563.67,229.01
19700819,101.97,148.17,565.75,229.07
19700820,100.75,147.05,565.98,229.12
19700821,102.86,146.78,565.02,229.18
19700824,105.26,147.74,556.94,229.24
19700825,105.66,149.18,552.37,229.30
19700826,105.99,150.59,551.93,229.35
19700827,105.86,151.76,551.87,229.41
19700828,106.91,152.81,550.49,229.47
19700831,99.65,153.89,551.92,229.53
19700901,99.01,153.95,553.58,229.58
19700902,99.98,154.52,551.37,229.64
19700903,101.44,154.85,546.46,229.70
19700904,102.53,155.90,546.46,229.75
19700908,102.89,156.95,542.85,229.81
19700909,102.59,157.31,541.98,229.87
19700910,101.99,157.81,543.07,229.93
19700911,102.35,159.39,541.44,229.98
19700914,99.49,159.56,542.41,230.04
19700915,98.51,159.12,541.76,230.10
19700916,100.57,159.78,538.13,230.16
19700917,101.37,160.92,534.31,230.21
19700918,101.82,161.85,534.79,230.27
19700921,100.97,161.66,536.50,230.33
19700922,100.60,161.53,536.45,230.39
19700923,101.96,161.87,532.96,230.44
19700924,103.42,164.12,525.61,230.50
19700925,100.17,164.33,525.56,230.56
19700928,100.11,165.47,522.82,230.62
19700929,100.58,166.72,522.67,230.68
19700930,100.46,166.69,524.49,230.73
19701001,100.58,166.26,523.92,230.78
19701002,101.64,166.92,522.29,230.83
19701005,103.10,166.64,522.40,230.88
19701006,103.34,165.19,526.84,230.93
19701007,103.31,165.52,527.26,230.98
19701008,98.85,164.91,529.79,231.02
19701009,97.89,165.45,530.21,231.07
19701012,99.02,165.45,532.12,231.12
19701013,98.76,165.53,530.26,231.17
19701014,98.89,165.19,530.00,231.22
19701015,99.30,164.41,531.32,231.27
19701016,98.70,163.37,534.40,231.32
19701019,97.31,162.64,537.77,231.36
19701020,97.86,162.07,532.02,231.41
19701021,99.92,161.63,532.76,231.46
19701022,99.49,161.18,533.45,231.51
19701023,100.49,161.42,530.73,231.56
19701026,99.96,161.66,530.25,231.61
19701027,99.66,161.19,529.57,231.66
19701028,99.98,160.66,524.96,231.70
19701029,99.80,160.02,526.32,231.75
19701030,99.73,159.59,525.80,231.80
19701102,100.05,159.48,524.90,231.85
19701103,100.85,159.86,526.58,231.91
19701104,101.03,159.39,527.64,231.96
19701105,99.80,159.11,528.00,232.01
19701106,99.89,158.60,529.27,232.07
19701109,100.39,158.22,528.00,232.12
19701110,100.54,158.20,527.58,232.17
19701111,100.81,158.08,529.48,232.23
19701112,99.69,157.00,531.76,232.28
19701113,98.74,156.59,533.14,232.34
19701116,99.83,155.98,532.02,232.39
19701117,99.88,155.45,533.35,232.44
19701118,99.23,154.36,535.11,232.50
19701119,99.32,153.67,534.09,232.55
19701120,100.29,153.61,532.33,232.60
19701123,100.92,153.08,532.76,232.66
19701124,101.51,152.52,534.19,232.71
19701125,101.94,152.46,536.22,232.76
19701127,102.94,152.23,534.35,232.82
19701130,101.67,153.37,533.81,232.87
19701201,101.96,153.25,534.77,232.91
19701202,101.22,153.40,532.47,232.96
19701203,101.68,153.48,535.03,233.00
19701204,102.26,153.65,536.15,233.05
19701207,102.85,153.91,534.81,233.09
19701208,102.31,153.65,535.19,233.14
19701209,102.32,153.20,534.97,233.18
19701210,102.67,153.05,534.65,233.22
19701211,100.37,153.31,533.74,233.27
19701214,99.80,152.60,535.61,233.31
19701215,99.82,152.25,536.20,233.36
19701216,99.94,152.56,536.36,233.40
19701217,100.25,152.75,536.47,233.45
19701218,100.46,153.32,536.20,233.49
19701221,100.17,153.50,536.47,233.53
19701222,100.29,153.76,537.00,233.58
19701223,100.44,154.33,537.43,233.62
19701224,100.69,155.77,536.63,233.67
19701228,101.22,156.10,536.84,233.71
19701229,101.11,156.83,538.13,233.76
19701230,101.29,157.02,538.56,233.80
19701231,101.19,157.41,538.08,233.85
19710104,100.19,158.26,541.74,233.89
19710105,101.01,159.27,541.84,233.93
19710106,101.76,160.67,544.50,233.98
19710107,101.81,160.82,547.33,234.02
19710108,99.87,160.90,549.57,234.07
19710111,99.76,161.69,550.23,234.11
19710112,100.98,162.93,552.11,234.16
19710113,100.89,163.57,550.89,234.20
19710114,101.18,163.60,551.72,234.25
19710115,101.47,164.27,553.21,234.29
19710118,101.82,164.65,554.59,234.33
19710119,102.12,164.42,554.31,234.38
19710120,102.20,164.98,553.98,234.42
19710121,100.47,165.77,550.82,234.47
19710122,101.14,165.77,549.28,234.51
19710125,100.47,166.53,546.20,234.56
19710126,100.75,166.92,542.76,234.60
19710127,100.01,166.90,542.76,234.65
19710128,100.38,167.97,543.96,234.69
19710129,101.04,168.32,544.56,234.74
19710201,101.72,169.41,543.41,234.78
19710202,101.78,169.52,543.14,234.82
19710203,100.30,170.70,541.08,234.86
19710204,100.44,170.92,539.72,234.90
19710205,100.45,171.23,539.45,234.94
19710208,101.05,172.69,539.67,234.98
19710209,101.01,172.22,539.29,235.02
19710210,100.90,171.89,539.18,235.06
19710211,101.43,172.37,541.66,235.10
19710212,102.02,173.32,541.23,235.14
19710216,102.27,173.32,540.80,235.18
19710217,99.52,173.15,542.53,235.22
19710218,98.84,172.68,543.67,235.25
19710219,99.07,171.82,544.65,235.29
19710222,98.02,170.43,543.12,235.33
19710223,98.51,171.31,540.95,235.37
19710224,99.24,172.26,539.33,235.42
19710225,99.40,171.79,539.92,235.46
19710226,99.15,171.40,537.60,235.50
19710301,99.45,171.77,536.15,235.53
19710302,100.05,172.30,537.06,235.56
19710303,100.06,172.86,536.14,235.59
19710304,101.05,173.44,533.95,235.62
19710305,102.12,173.84,532.56,235.65
19710308,102.61,174.68,530.53,235.68
19710309,102.75,175.48,528.25,235.71
19710310,102.63,175.81,526.03,235.74
19710311,102.61,175.08,527.98,235.77
19710312,102.78,174.81,527.35,235.80
19710315,101.14,175.09,525.13,235.83
19710316,101.61,174.78,524.29,235.86
19710317,100.01,174.74,521.93,235.89
19710318,100.12,175.48,521.62,235.92
19710319,99.94,175.51,521.41,235.95
19710322,99.54,175.20,521.93,235.99
19710323,99.21,175.42,521.46,236.02
19710324,98.61,175.42,521.36,236.05
19710325,98.63,175.32,521.20,236.08
19710326,100.38,175.63,520.16,236.11
19710329,100.46,175.16,519.17,236.14
19710330,100.21,175.07,518.55,236.17
19710331,100.30,175.49,517.67,236.20
19710401,100.36,175.47,516.53,236.23
19710402,100.56,175.58,515.03,236.26
19710405,100.73,175.42,515.70,236.29
19710406,101.33,175.04,515.54,236.32
19710407,101.76,174.98,517.40,236.35
19710408,100.14,175.21,517.56,236.38
19710412,100.81,174.86,517.45,236.42
19710413,100.04,174.88,517.56,236.45
19710414,100.39,175.18,519.52,236.48
19710415,100.53,174.86,522.12,236.51
19710416,100.53,174.74,524.21,236.54
19710419,100.94,174.16,524.78,236.57
19710420,100.45,173.32,524.68,236.60
19710421,100.18,173.41,524.16,236.63
19710422,100.29,173.55,524.99,236.66
19710423,100.79,173.79,523.10,236.69
19710426,100.00,174.71,523.68,236.72
19710427,100.44,174.94,522.63,236.75
19710428,100.78,175.12,521.33,236.78
19710429,100.53,174.43,521.27,236.82
19710430,99.88,174.66,521.22,236.85
19710503,99.31,175.08,520.34,236.88
19710504,99.85,175.41,520.13,236.92
19710505,99.97,175.27,519.24,236.95
19710506,99.39,174.61,519.29,236.99
19710507,99.68,174.41,518.72,237.02
19710510,99.19,174.12,519.81,237.06
19710511,99.48,174.01,520.33,237.09
19710512,99.71,173.80,519.66,237.13
19710513,99.51,173.96,517.53,237.17
19710514,99.09,174.24,518.04,237.20
19710517,97.58,173.52,518.87,237.24
19710518,100.05,173.09,517.99,237.27
19710519,100.28,172.81,518.40,237.31
19710520,100.25,172.90,517.42,237.34
19710521,99.90,172.85,516.95,237.38
19710524,99.07,172.78,515.56,237.41
19710525,98.43,172.59,513.75,237.45
19710526,98.57,172.66,513.19,237.49
19710527,98.47,172.52,513.44,237.52
19710528,98.73,172.86,513.65,237.56
19710601,100.61,172.74,513.24,237.60
19710602,101.46,173.31,512.16,237.64
19710603,100.18,174.06,511.65,237.68
19710604,100.43,174.13,510.88,237.72
19710607,100.27,174.36,510.12,237.76
19710608,99.48,174.09,511.39,237.80
19710609,99.41,173.59,510.67,237.84
19710610,99.70,173.38,509.65,237.88
19710611,100.04,172.81,508.38,237.92
19710614,99.19,172.55,507.87,237.96
19710615,99.21,171.81,506.80,238.00
19710616,100.16,171.34,504.57,238.04
19710617,100.13,170.85,504.22,238.08
19710618,98.59,169.87,504.62,238.12
19710621,97.40,169.04,505.28,238.16
19710622,97.10,168.90,505.18,238.20
19710623,97.94,169.45,503.21,238.24
19710624,97.77,169.67,504.27,238.29
19710625,99.80,169.89,504.67,238.33
19710628,99.54,169.95,504.01,238.37
19710629,101.11,170.26,504.42,238.41
19710630,102.04,170.38,503.86,238.45
19710701,102.14,170.60,503.66,238.49
19710702,102.18,170.86,502.75,238.54
19710706,102.24,171.32,501.35,238.58
19710707,102.60,171.76,500.94,238.63
19710708,102.94,171.30,500.69,238.67
19710709,100.34,171.21,499.99,238.72
19710712,100.45,170.99,500.39,238.76
19710713,98.71,171.03,501.39,238.81
19710714,98.54,171.25,501.19,238.86
19710715,98.57,171.42,501.19,238.90
19710716,98.36,171.59,501.90,238.95
19710719,98.13,171.38,501.80,238.99
19710720,98.49,170.92,502.20,239.04
19710721,98.41,170.80,501.49,239.08
19710722,99.75,170.38,502.25,239.13
19710723,99.58,170.41,502.30,239.17
19710726,99.66,170.27,503.25,239.22
19710727,98.67,169.63,504.41,239.26
19710728,97.84,169.08,504.16,239.31
19710729,96.60,168.00,504.05,239.36
19710730,96.15,167.58,504.51,239.40
19710802,96.62,168.13,508.39,239.45
19710803,95.03,167.18,508.49,239.50
19710804,99.41,167.08,508.09,239.55
19710805,99.65,167.01,507.94,239.60
19710806,100.26,167.13,506.92,239.65
19710809,99.49,166.82,506.51,239.70
19710810,99.49,166.24,506.77,239.75
19710811,100.70,166.17,505.40,239.80
19710812,102.12,166.39,503.48,239.85
19710813,101.82,166.57,505.09,239.90
19710816,105.50,168.07,511.05,239.95
19710817,100.66,167.72,512.74,240.00
19710818,99.31,168.07,511.35,240.06
19710819,99.53,167.63,512.58,240.11
19710820,99.70,167.70,512.43,240.16
19710823,100.59,166.65,514.83,240.21
19710824,101.51,166.01,517.51,240.26
19710825,101.60,166.31,517.67,240.31
19710826,101.48,166.38,517.30,240.36
19710827,101.71,166.59,518.08,240.41
19710830,99.08,167.19,518.80,240.46
19710831,98.59,167.41,517.82,240.51
19710901,100.04,167.41,518.60,240.55
19710902,100.29,167.51,518.80,240.59
19710903,101.68,167.70,519.37,240.63
19710907,102.18,168.11,519.84,240.67
19710908,102.39,168.37,517.71,240.71
19710909,101.90,168.57,516.52,240.75
19710910,101.54,168.87,515.33,240.80
19710913,99.64,168.79,515.18,240.84
19710914,98.88,168.82,514.61,240.88
19710915,100.36,168.48,513.22,240.92
19710916,100.18,168.79,512.14,240.96
19710917,100.48,168.47,511.07,241.00
19710920,100.16,168.16,509.79,241.04
19710921,99.84,168.35,509.28,241.08
19710922,98.95,167.93,509.03,241.12
19710923,98.85,167.69,508.26,241.16
19710924,99.82,168.35,507.55,241.21
19710927,99.25,168.19,505.77,241.25
19710928,100.19,168.03,505.67,241.29
19710929,100.20,168.31,503.60,241.33
19710930,100.66,168.16,502.94,241.37
19711001,101.27,168.50,501.74,241.41
19711004,101.54,168.63,501.64,241.45
19711005,101.42,168.56,500.58,241.49
19711006,102.16,168.29,501.84,241.53
19711007,100.21,168.36,502.49,241.57
19711008,99.59,168.29,503.29,241.62
19711011,99.78,168.43,503.90,241.66
19711012,100.13,168.29,503.79,241.70
19711013,99.62,168.58,503.29,241.74
19711014,98.70,168.04,504.00,241.78
19711015,98.29,167.86,503.49,241.82
19711018,97.79,167.57,503.79,241.86
19711019,97.38,167.02,502.33,241.90
19711020,98.62,166.88,502.78,241.94
19711021,98.61,166.78,502.18,241.99
19711022,99.95,167.08,501.13,242.03
19711025,99.51,167.00,500.68,242.07
19711026,98.99,166.15,501.33,242.11
19711027,97.93,165.20,500.83,242.15
19711028,98.05,164.72,501.53,242.19
19711029,98.51,165.09,500.62,242.23
19711101,97.05,165.00,500.07,242.28
19711102,100.27,164.26,499.67,242.32
19711103,101.97,163.78,498.72,242.36
19711104,100.00,164.24,498.13,242.41
19711105,99.72,163.83,497.68,242.45
